CommitID,LocalRepoName,TargetDirectory
ffc39c063184711eaa00ec19ddb93c908a92ef28,core,lib\vba\core
9e7317c58974f5507c1225b030d85e31856f92d0,winsock,lib\vba\iot
32a857d6331abee6d6ebe32c88ca32366a2fdb0c,tcp.ieee488,lib\vba\iot
